Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
46758311,07/06/2020 01:22:05 AM,07/06/2020 01:53:18 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,612 WEST  178 STREET,WEST  178 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,,NEW YORK,WEST  178 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:53:20 AM,12 MANHATTAN,1021440033,MANHATTAN,1002054,248068,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84754647226867,-73.93564830036111,"(40.84754647226867, -73.93564830036111)"
46762615,07/06/2020 01:22:12 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46761487,07/06/2020 01:22:13 AM,07/06/2020 01:42:17 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11210,914 EAST   28 STREET,EAST   28 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,,BROOKLYN,EAST   28 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/06/2020 05:42:19 AM,14 BROOKLYN,3075910051,BROOKLYN,998365,168208,PHONE,Unspecified,BROOKLYN,,,,,,,,40.628357386673564,-73.94914957176371,"(40.628357386673564, -73.94914957176371)"
46765851,07/06/2020 01:22:23 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,,BROOKLYN,SCHROEDERS AVENUE,,In Progress,,,,05 BROOKLYN,3044527505,BROOKLYN,1019630,177965,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.655078823851085,-73.87248959993701,"(40.655078823851085, -73.87248959993701)"
46756558,07/06/2020 01:22:38 AM,07/06/2020 01:42:49 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11221,75 RALPH AVENUE,RALPH AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,,BROOKLYN,RALPH AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:42:52 AM,03 BROOKLYN,3014830003,BROOKLYN,1005426,189807,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.687627808360894,-73.92364393267817,"(40.687627808360894, -73.92364393267817)"
46757845,07/06/2020 01:22:45 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46758610,07/06/2020 01:22:56 AM,07/06/2020 01:48:00 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,414 EAST  204 STREET,EAST  204 STREET,WEBSTER AVENUE,EAST  204 ST FOOTBRIDGE,WEBSTER AVENUE,EAST  204 ST FOOTBRIDGE,,BRONX,EAST  204 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:48:02 AM,07 BRONX,2033300073,BRONX,1018429,256508,PHONE,Unspecified,BRONX,,,,,,,,40.87066351354574,-73.87641867452484,"(40.87066351354574, -73.87641867452484)"
46757678,07/06/2020 01:23:16 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46755835,07/06/2020 01:23:34 AM,,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,11221,370 WILSON AVENUE,WILSON AVENUE,GATES AVENUE,PALMETTO STREET,GATES AVENUE,PALMETTO STREET,,BROOKLYN,WILSON AVENUE,,In Progress,,,,04 BROOKLYN,3033420038,BROOKLYN,1007615,192500,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69501396084529,-73.91574153739707,"(40.69501396084529, -73.91574153739707)"
46755492,07/06/2020 01:23:47 AM,07/06/2020 01:50:38 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461,2819 WELLMAN AVENUE,WELLMAN AVENUE,ERICSON PLACE,MAYFLOWER AVENUE,ERICSON PLACE,MAYFLOWER AVENUE,,BRONX,WELLMAN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:50:41 AM,10 BRONX,2053840060,BRONX,1029577,245852,ONLINE,Unspecified,BRONX,,,,,,,,40.84136582156832,-73.8361828842547,"(40.84136582156832, -73.8361828842547)"
46759501,07/06/2020 01:23:49 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46754909,07/06/2020 01:23:52 AM,07/06/2020 01:45:06 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10467,3236 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  207 STREET,VAN CORTLANDT AVENUE EAST,EAST  207 STREET,VAN CORTLANDT AVENUE EAST,,BRONX,BAINBRIDGE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:45:08 AM,07 BRONX,2033430008,BRONX,1017533,258595,ONLINE,Unspecified,BRONX,,,,,,,,40.87639510572784,-73.87964797824478,"(40.87639510572784, -73.87964797824478)"
46761205,07/06/2020 01:24:21 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46755281,07/06/2020 01:24:42 AM,07/06/2020 01:27:35 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,163 LEXINGTON AVENUE,LEXINGTON AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,,BROOKLYN,LEXINGTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:27:37 AM,03 BROOKLYN,3019680048,BROOKLYN,996500,189617,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68712315690968,-73.9558294924964,"(40.68712315690968, -73.9558294924964)"
46760829,07/06/2020 01:24:44 AM,07/06/2020 01:34:22 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,421 ALLEN AVENUE,ALLEN AVENUE,GARLAND COURT,KNAPP STREET,GARLAND COURT,KNAPP STREET,,BROOKLYN,ALLEN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:34:27 AM,15 BROOKLYN,3088300012,BROOKLYN,1002920,156072,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.59503814603994,-73.93277337548015,"(40.59503814603994, -73.93277337548015)"
46761237,07/06/2020 01:24:55 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46757528,07/06/2020 01:24:55 AM,,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10457,1500 GRAND CONCOURSE,GRAND CONCOURSE,EAST  172 STREET,ROCKWOOD STREET,EAST  172 STREET,ROCKWOOD STREET,,BRONX,GRAND CONCOURSE,,In Progress,,,,04 BRONX,2028210001,BRONX,1008447,245814,ONLINE,Unspecified,BRONX,,,,,,,,40.84134470145586,-73.91254925675244,"(40.84134470145586, -73.91254925675244)"
46755413,07/06/2020 01:24:56 AM,07/06/2020 01:45:58 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,WHALEN PLAYGROUND,WHALEN PLAYGROUND,BEND,PERRY AVENUE,BEND,PERRY AVENUE,,BRONX,WHALEN PLAYGROUND,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:46:00 AM,07 BRONX,2033410070,BRONX,1018056,257847,ONLINE,Unspecified,BRONX,,,,,,,,40.87434009057078,-73.87776057622507,"(40.87434009057078, -73.87776057622507)"
46760970,07/06/2020 01:24:58 AM,,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10452,152 EAST  171 STREET,EAST  171 STREET,WYTHE PLACE,GRAND CONCOURSE,WYTHE PLACE,GRAND CONCOURSE,,BRONX,EAST  171 STREET,,In Progress,,,,04 BRONX,2028330014,BRONX,1007999,245400,ONLINE,Unspecified,BRONX,,,,,,,,40.84020960889469,-73.91416984533421,"(40.84020960889469, -73.91416984533421)"
46759068,07/06/2020 01:25:01 AM,07/06/2020 01:26:56 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,2264 CRESTON AVENUE,CRESTON AVENUE,EAST  182 STREET,EAST  183 STREET,EAST  182 STREET,EAST  183 STREET,,BRONX,CRESTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:26:57 AM,05 BRONX,2031630011,BRONX,1011549,251563,ONLINE,Unspecified,BRONX,,,,,,,,40.857114952859746,-73.90131487311312,"(40.857114952859746, -73.90131487311312)"
46767611,07/06/2020 01:25:09 AM,07/06/2020 01:44:58 AM,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11201,257 GOLD STREET,GOLD STREET,CONCORD STREET,TILLARY STREET,CONCORD STREET,TILLARY STREET,,BROOKLYN,GOLD STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:45:02 AM,02 BROOKLYN,3001220013,BROOKLYN,988923,193166,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.696871585956075,-73.98314784044192,"(40.696871585956075, -73.98314784044192)"
46764952,07/06/2020 01:25:20 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10460,601 BAKER AVENUE,BAKER AVENUE,GARFIELD STREET,UNIONPORT ROAD,GARFIELD STREET,UNIONPORT ROAD,,BRONX,BAKER AVENUE,,In Progress,,,,11 BRONX,2040260046,BRONX,1021158,245919,MOBILE,Unspecified,BRONX,,,,,,,,40.84158891762497,-73.86660972054987,"(40.84158891762497, -73.86660972054987)"
46763342,07/06/2020 01:25:22 AM,07/06/2020 01:52:04 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10011,450 WEST   17 STREET,WEST   17 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,,NEW YORK,WEST   17 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:52:06 AM,04 MANHATTAN,1007147501,MANHATTAN,982600,210223,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74369001903055,-74.005954548088,"(40.74369001903055, -74.005954548088)"
46767330,07/06/2020 01:25:23 AM,07/06/2020 01:47:21 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10468,230 LANDING ROAD,LANDING ROAD,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,,BRONX,LANDING ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:47:23 AM,07 BRONX,2032350012,BRONX,1008849,253476,ONLINE,Fordham Landing Playground,BRONX,,,,,,,,40.862373496025555,-73.9110682702652,"(40.862373496025555, -73.9110682702652)"
46766139,07/06/2020 01:25:25 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46768256,07/06/2020 01:25:56 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46764614,07/06/2020 01:26:01 AM,07/06/2020 01:38:09 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,10453,2264 CRESTON AVENUE,CRESTON AVENUE,EAST  182 STREET,EAST  183 STREET,EAST  182 STREET,EAST  183 STREET,,BRONX,CRESTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:38:12 AM,05 BRONX,2031630011,BRONX,1011549,251563,PHONE,Unspecified,BRONX,,,,,,,,40.857114952859746,-73.90131487311312,"(40.857114952859746, -73.90131487311312)"
46758424,07/06/2020 01:26:03 AM,07/06/2020 01:32:58 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11226,5 ST PAULS PLACE,ST PAULS PLACE,PARKSIDE AVENUE,WOODRUFF AVENUE,PARKSIDE AVENUE,WOODRUFF AVENUE,,BROOKLYN,ST PAULS PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:33:01 AM,14 BROOKLYN,3050530006,BROOKLYN,994227,177473,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65379345004263,-73.96404334829931,"(40.65379345004263, -73.96404334829931)"
46755517,07/06/2020 01:26:06 AM,07/06/2020 01:43:38 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11221,967 PUTNAM AVENUE,PUTNAM AVENUE,RALPH AVENUE,HOWARD AVENUE,RALPH AVENUE,HOWARD AVENUE,,BROOKLYN,PUTNAM AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:43:42 AM,03 BROOKLYN,3014830059,BROOKLYN,1005785,189659,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.687220716255716,-73.92234993019937,"(40.687220716255716, -73.92234993019937)"
46767163,07/06/2020 01:26:10 AM,07/06/2020 01:42:34 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11221,112 RALPH AVENUE,RALPH AVENUE,JEFFERSON AVENUE,HANCOCK STREET,JEFFERSON AVENUE,HANCOCK STREET,,BROOKLYN,RALPH AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:42:38 AM,03 BROOKLYN,3016580047,BROOKLYN,1005506,189243,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68607956640921,-73.92335724950208,"(40.68607956640921, -73.92335724950208)"
46768000,07/06/2020 01:26:28 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46756083,07/06/2020 01:26:35 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,209 BARBEY STREET,BARBEY STREET,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,,BROOKLYN,BARBEY STREET,,In Progress,,,,05 BROOKLYN,3039500008,BROOKLYN,1015086,186277,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67791038654513,-73.88882825140332,"(40.67791038654513, -73.88882825140332)"
46767375,07/06/2020 01:26:59 AM,07/06/2020 01:33:09 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11226,21 KENMORE PLACE,KENMORE PLACE,WOODRUFF AVENUE,CATON AVENUE,WOODRUFF AVENUE,CATON AVENUE,,BROOKLYN,KENMORE PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:33:12 AM,14 BROOKLYN,3050630023,BROOKLYN,995169,177480,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65381155208612,-73.96064841248572,"(40.65381155208612, -73.96064841248572)"
46757864,07/06/2020 01:27:02 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,10452,1350 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST  168 STREET,HIGHBRIDGE PARK STAIRWAY,WEST  168 STREET,HIGHBRIDGE PARK STAIRWAY,,BRONX,UNIVERSITY AVENUE,,In Progress,,,,04 BRONX,2025320020,BRONX,1004546,245866,PHONE,Unspecified,BRONX,,,,,,,,40.84149725378454,-73.92664775518904,"(40.84149725378454, -73.92664775518904)"
46766033,07/06/2020 01:27:07 AM,07/06/2020 01:42:46 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,715 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  148 STREET,WEST  149 STREET,WEST  148 STREET,WEST  149 STREET,,NEW YORK,RIVERSIDE DRIVE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:42:48 AM,09 MANHATTAN,1020950046,MANHATTAN,998055,241464,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8294275711348,-73.95011608261902,"(40.8294275711348, -73.95011608261902)"
46766489,07/06/2020 01:27:07 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,10452,1370 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST  170 STREET,HIGHBRIDGE PARK PATH,WEST  170 STREET,HIGHBRIDGE PARK PATH,,BRONX,UNIVERSITY AVENUE,,In Progress,,,,04 BRONX,2025340003,BRONX,1004713,246156,PHONE,Unspecified,BRONX,,,,,,,,40.84229283340486,-73.92604331201022,"(40.84229283340486, -73.92604331201022)"
46764334,07/06/2020 01:27:09 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11208,874 BELMONT AVENUE,BELMONT AVENUE,MONTAUK AVENUE,MILFORD STREET,MONTAUK AVENUE,MILFORD STREET,,BROOKLYN,BELMONT AVENUE,,In Progress,,,,05 BROOKLYN,3040400022,BROOKLYN,1018387,184623,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67335841936253,-73.87693568574635,"(40.67335841936253, -73.87693568574635)"
46756045,07/06/2020 01:27:09 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46765565,07/06/2020 01:27:28 AM,07/06/2020 01:43:05 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11221,967 PUTNAM AVENUE,PUTNAM AVENUE,RALPH AVENUE,HOWARD AVENUE,RALPH AVENUE,HOWARD AVENUE,,BROOKLYN,PUTNAM AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:43:08 AM,03 BROOKLYN,3014830059,BROOKLYN,1005785,189659,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.687220716255716,-73.92234993019937,"(40.687220716255716, -73.92234993019937)"
46762963,07/06/2020 01:27:32 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46767822,07/06/2020 01:27:43 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451,180 EAST  163 STREET,EAST  163 STREET,GRAND CONCOURSE,SHERIDAN AVENUE,GRAND CONCOURSE,SHERIDAN AVENUE,,BRONX,EAST  163 STREET,,In Progress,,,,04 BRONX,2024610016,BRONX,1006181,241049,MOBILE,Unspecified,BRONX,,,,,,,,40.82827207596835,-73.92075441623977,"(40.82827207596835, -73.92075441623977)"
46754980,07/06/2020 01:27:43 AM,07/06/2020 01:33:23 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11224,2879 WEST   24 STREET,WEST   24 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,,BROOKLYN,WEST   24 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:33:27 AM,13 BROOKLYN,3070150051,BROOKLYN,986681,149349,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.57660417918885,-73.99124891248867,"(40.57660417918885, -73.99124891248867)"
46759077,07/06/2020 01:28:04 AM,07/06/2020 01:33:20 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,5 ST PAULS PLACE,ST PAULS PLACE,PARKSIDE AVENUE,WOODRUFF AVENUE,PARKSIDE AVENUE,WOODRUFF AVENUE,,BROOKLYN,ST PAULS PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:33:22 AM,14 BROOKLYN,3050530006,BROOKLYN,994227,177473,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65379345004263,-73.96404334829931,"(40.65379345004263, -73.96404334829931)"
46761250,07/06/2020 01:28:04 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46757722,07/06/2020 01:28:16 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,55-06 99 STREET,99 STREET,55 AVENUE,57 AVENUE,55 AVENUE,57 AVENUE,,CORONA,99 STREET,,In Progress,,,,04 QUEENS,4019070025,QUEENS,1022930,208553,ONLINE,Unspecified,QUEENS,,,,,,,,40.739021854309044,-73.86042067858587,"(40.739021854309044, -73.86042067858587)"
46762664,07/06/2020 01:28:36 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46766783,07/06/2020 01:28:58 AM,07/06/2020 01:37:50 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10453,1669 MACOMBS ROAD,MACOMBS ROAD,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,,BRONX,MACOMBS ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:37:53 AM,05 BRONX,2028760184,BRONX,1007434,248250,ONLINE,Unspecified,BRONX,,,,,,,,40.84803352142331,-73.91620193092773,"(40.84803352142331, -73.91620193092773)"
46762885,07/06/2020 01:29:41 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46764463,07/06/2020 01:30:01 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
